mouseSYM	humanSYM
Slc25a36	SLC25A36
Slc25a37	SLC25A37
Slc25a38	SLC25A38
Slc25a39	SLC25A39
Slc25a4	SLC25A4
Slc25a40	SLC25A40
Slc25a41	SLC25A41
Slc25a42	SLC25A42
Slc25a43	SLC25A43
Slc25a44	SLC25A44
Slc25a45	SLC25A45
Slc25a46	SLC25A46
Slc25a47	SLC25A47
Slc25a48	SLC25A48
Slc25a5	SLC25A5
Slc25a51	SLC25A52
Slc25a51	SLC25A51
Slc25a53	SLC25A53
Slc26a1	SLC26A1
Slc26a10	SLC26A10P
Slc26a11	SLC26A11
Slc26a2	SLC26A2
Slc26a3	SLC26A3
Slc26a4	SLC26A4
Slc26a5	SLC26A5
Slc26a6	SLC26A6
Slc26a7	SLC26A7
Slc26a8	SLC26A8
Slc26a9	SLC26A9
Slc27a1	SLC27A1
Slc27a2	SLC27A2
Slc27a3	SLC27A3
Slc27a4	SLC27A4
Slc27a5	SLC27A5
Slc27a6	SLC27A6
Slc28a1	SLC28A1
Slc28a2	SLC28A2
Slc28a2b	SLC28A2
Slc28a3	SLC28A3
Slc29a1	SLC29A1
Slc29a2	SLC29A2
Slc29a3	SLC29A3
Slc29a4	SLC29A4
Slc2a1	SLC2A1
Slc2a10	SLC2A10
Slc2a12	SLC2A12
Slc2a13	SLC2A13
Slc2a2	SLC2A2
Slc2a3	SLC2A14
Slc2a3	SLC2A3
Slc2a4	SLC2A4
Slc2a5	SLC2A5
Slc2a6	SLC2A6
Slc2a7	SLC2A7
Slc2a8	SLC2A8
Slc2a9	SLC2A9
Slc30a1	SLC30A1
Slc30a10	SLC30A10
Slc30a2	SLC30A2
Slc30a3	SLC30A3
Slc30a4	SLC30A4
Slc30a5	SLC30A5
Slc30a6	SLC30A6
Slc30a7	SLC30A7
Slc30a8	SLC30A8
Slc30a9	SLC30A9
Slc31a1	SLC31A1
Slc31a2	SLC31A2
Slc32a1	SLC32A1
Slc33a1	SLC33A1
Slc34a1	SLC34A1
Slc34a2	SLC34A2
Slc34a3	SLC34A3
Slc35a1	SLC35A1
Slc35a2	SLC35A2
Slc35a3	SLC35A3
Slc35a4	SLC35A4
Slc35a5	SLC35A5
Slc35b1	SLC35B1
Slc35b2	SLC35B2
Slc35b3	SLC35B3
Slc35b4	SLC35B4
Slc35c1	SLC35C1
Slc35c2	SLC35C2
Slc35d1	SLC35D1
Slc35d2	AL160269.1
Slc35d2	SLC35D2
Slc35d3	SLC35D3
Slc35e1	SLC35E1
Slc35e2	SLC35E2B
Slc35e2	SLC35E2A
Slc35e3	SLC35E3
Slc35e4	SLC35E4
Slc35f1	SLC35F1
Slc35f2	SLC35F2
Slc35f3	SLC35F3
Slc35f4	SLC35F4
Slc35f5	SLC35F5
Slc35f6	SLC35F6
Slc35g1	SLC35G1
Slc35g2	SLC35G2
Slc35g3	SLC35G4
Slc35g3	SLC35G5
Slc35g3	SLC35G6
Slc35g3	SLC35G3
Slc36a1	SLC36A1
Slc36a2	SLC36A2
Slc36a3	SLC36A3
Slc36a4	SLC36A4
Slc37a1	SLC37A1
Slc37a2	SLC37A2
Slc37a3	SLC37A3
Slc37a4	SLC37A4
Slc38a1	SLC38A1
Slc38a10	SLC38A10
Slc38a11	SLC38A11
Slc38a2	SLC38A2
Slc38a3	SLC38A3
Slc38a4	SLC38A4
Slc38a5	SLC38A5
Slc38a6	SLC38A6
Slc38a7	SLC38A7
Slc38a8	SLC38A8
Slc38a9	SLC38A9
Slc39a1	SLC39A1
Slc39a10	SLC39A10
Slc39a11	SLC39A11
Slc39a12	SLC39A12
Slc39a13	SLC39A13
Slc39a14	SLC39A14
Slc39a2	SLC39A2
Slc39a3	SLC39A3
Slc39a4	SLC39A4
Slc39a5	SLC39A5
Slc39a6	SLC39A6
Slc39a7	SLC39A7
Slc39a8	SLC39A8
Slc39a9	SLC39A9
Slc3a1	SLC3A1
Slc3a2	SLC3A2
Slc40a1	SLC40A1
Slc41a1	SLC41A1
Slc41a2	SLC41A2
Slc41a3	SLC41A3
Slc43a1	SLC43A1
Slc43a2	SLC43A2
Slc43a3	SLC43A3
Slc44a1	SLC44A1
Slc44a2	SLC44A2
Slc44a3	SLC44A3
Slc44a4	SLC44A4
Slc44a5	SLC44A5
Slc45a1	SLC45A1
Slc45a2	SLC45A2
Slc45a3	SLC45A3
Slc45a4	SLC45A4
Slc46a1	SLC46A1
Slc46a2	SLC46A2
Slc46a3	SLC46A3
Slc47a1	SLC47A1
Slc47a1	SLC47A2
Slc47a2	SLC47A1
Slc47a2	SLC47A2
Slc48a1	SLC48A1
Slc49a3	SLC49A3
Slc49a4	SLC49A4
Slc4a1	SLC4A1
Slc4a10	SLC4A10
Slc4a11	SLC4A11
Slc4a1ap	SLC4A1AP
Slc4a2	SLC4A2
Slc4a3	SLC4A3
Slc4a4	SLC4A4
Slc4a5	SLC4A5
Slc4a7	SLC4A7
Slc4a8	SLC4A8
Slc4a9	SLC4A9
Slc50a1	SLC50A1
Slc51a	SLC51A
Slc51b	SLC51B
Slc52a2	SLC52A2
Slc52a2	SLC52A1
Slc52a3	SLC52A3
Slc5a1	SLC5A1
Slc5a10	SLC5A10
Slc5a11	SLC5A11
Slc5a12	SLC5A12
Slc5a2	SLC5A2
Slc5a3	SLC5A3
Slc5a4a	SLC5A4
Slc5a4b	SLC5A4
Slc5a5	SLC5A5
Slc5a6	SLC5A6
Slc5a7	SLC5A7
Slc5a8	SLC5A8
Slc5a9	SLC5A9
Slc66a1	SLC66A1
Slc66a2	SLC66A2
Slc66a3	SLC66A3
Slc6a1	SLC6A1
Slc6a11	SLC6A11
Slc6a12	SLC6A12
Slc6a13	SLC6A13
Slc6a14	SLC6A14
Slc6a15	SLC6A15
Slc6a16	SLC6A16
Slc6a17	SLC6A17
Slc6a18	SLC6A18
Slc6a19	SLC6A19
Slc6a2	SLC6A2
Slc6a20a	SLC6A20
Slc6a20b	SLC6A20
Slc6a21	SLC6A21P
Slc6a3	SLC6A3
Slc6a4	SLC6A4
Slc6a5	SLC6A5
Slc6a6	SLC6A6
Slc6a7	SLC6A7
Slc6a8	AC136616.1
Slc6a8	SLC6A8
Slc6a9	SLC6A9
Slc7a1	SLC7A1
Slc7a10	SLC7A10
Slc7a11	SLC7A11
Slc7a13	SLC7A13
Slc7a14	SLC7A14
Slc7a15	SLC7A15P
Slc7a2	SLC7A2
Slc7a3	SLC7A3
Slc7a4	SLC7A4
Slc7a5	SLC7A5
Slc7a6	SLC7A6
Slc7a6os	SLC7A6OS
Slc7a7	SLC7A7
Slc7a8	SLC7A8
Slc7a9	SLC7A9
Slc8a1	SLC8A1
Slc8a2	SLC8A2
Slc8a3	SLC8A3
Slc8b1	SLC8B1
Slc9a1	SLC9A1
Slc9a2	SLC9A2
Slc9a3	SLC9A3
Slc9a3r1	SLC9A3R1
Slc9a3r2	SLC9A3R2
Slc9a4	SLC9A4
Slc9a5	SLC9A5
Slc9a6	SLC9A6
Slc9a7	SLC9A7
Slc9a8	SLC9A8
Slc9a9	SLC9A9
Slc9b1	SLC9B1
Slc9b2	SLC9B2
Slc9c1	SLC9C1
Slco1a1	SLCO1A2
Slco1a4	SLCO1A2
Slco1a5	SLCO1A2
Slco1a6	SLCO1A2
Slco1a7	SLCO1A2
Slco1a8	SLCO1A2
Slco1b2	SLCO1B3
Slco1b2	SLCO1B3-SLCO1B7
Slco1b2	SLCO1B1
Slco1b2	SLCO1B7
Slco1c1	SLCO1C1
Slco2a1	SLCO2A1
Slco2b1	SLCO2B1
Slco3a1	SLCO3A1
Slco4a1	SLCO4A1
Slco4c1	SLCO4C1
Slco5a1	SLCO5A1
Slco6b1	SLCO6A1
Slco6c1	SLCO6A1
Slco6d1	SLCO6A1
Slf1	SLF1
Slf2	SLF2
Slfn1	SLFN12
Slfn1	SLFN12L
Slfn14	SLFN14
Slfn2	SLFN12
Slfn2	SLFN12L
Slfn3	SLFN12
Slfn3	SLFN12L
Slfn4	SLFN12
Slfn4	SLFN12L
Slfn5	SLFN5
Slfn8	SLFN13
Slfn8	SLFN11
Slfn9	SLFN13
Slfn9	SLFN11
Slfnl1	SLFNL1
Slirp	SLIRP
Slit1	SLIT1
Slit2	SLIT2
Slit3	SLIT3
Slitrk1	SLITRK1
Slitrk2	SLITRK2
Slitrk3	SLITRK3
Slitrk4	SLITRK4
Slitrk5	SLITRK5
Slitrk6	SLITRK6
Slk	SLK
Slmap	SLMAP
Sln	SLN
Slpi	SLPI
Sltm	SLTM
Slu7	SLU7
Slurp1	SLURP1
Slurp2	SLURP2
Slx	SYCP3
Slx1b	SLX1B
Slx1b	SLX1A
Slx4	SLX4
Slx4ip	SLX4IP
Slx9	SLX9
Slxl1	SYCP3
Sly	SYCP3
Smad1	SMAD1
Smad2	SMAD2
Smad3	SMAD3
Smad4	SMAD4
Smad5	SMAD5
Smad6	SMAD6
Smad7	SMAD7
Smad9	SMAD9
Smagp	SMAGP
Smap1	SMAP1
Smap2	SMAP2
Smarca1	SMARCA1
Smarca2	SMARCA2
Smarca4	SMARCA4
Smarca5	SMARCA5
Smarcad1	SMARCAD1
Smarcal1	SMARCAL1
Smarcb1	SMARCB1
Smarcc1	SMARCC1
Smarcc2	SMARCC2
Smarcd1	SMARCD1
Smarcd2	SMARCD2
Smarcd3	SMARCD3
Smarce1	SMARCE1
Smbd1	SMBD1P
Smc1a	SMC1A
Smc1b	SMC1B
Smc2	SMC2
Smc3	SMC3
Smc4	SMC4
Smc5	SMC5
Smc6	SMC6
Smchd1	SMCHD1
Smco1	SMCO1
Smco2	SMCO2
Smco3	SMCO3
Smco4	SMCO4
Smcp	SMCP
Smcr8	SMCR8
Smdt1	SMDT1
Smg1	SMG1
Smg5	SMG5
Smg6	SMG6
Smg7	SMG7
Smg8	SMG8
Smg9	SMG9
Smim1	SMIM1
Smim10l1	SMIM10L1
Smim10l1	SMIM10
Smim10l2a	SMIM10L2B
Smim10l2a	SMIM10L2A
Smim11	SMIM11
Smim12	SMIM12
Smim13	SMIM13
Smim14	SMIM14
Smim15	SMIM15
Smim17	SMIM17
Smim18	SMIM18
Smim19	SMIM19
Smim20	SMIM20
Smim22	SMIM22
Smim23	SMIM23
Smim24	SMIM24
Smim26	SMIM26
Smim27	SMIM27
Smim29	SMIM29
Smim3	SMIM3
Smim30	SMIM30
Smim31	SMIM31
Smim32	SMIM32
Smim33	SMIM33
Smim34	SMIM34
Smim35	SMIM35
Smim36	SMIM36
Smim38	SMIM38
Smim4	SMIM4
Smim40	SMIM40
Smim40-ps	SMIM40
Smim41	SMIM41
Smim45	SMIM45
Smim5	SMIM5
Smim6	SMIM6
Smim7	SMIM7
Smim8	SMIM8
Smim9	SMIM9
Smlr1	SMLR1
Smn1	SMN2
Smn1	SMN1
Smndc1	SMNDC1
Smo	SMO
Smoc1	SMOC1
Smoc2	SMOC2
Smox	SMOX
Smpd1	SMPD1
Smpd2	SMPD2
Smpd3	SMPD3
Smpd4	SMPD4
Smpd5	SMPD5
Smpdl3a	SMPDL3A
Smpdl3b	SMPDL3B
Smpx	SMPX
Smr2	SMR3B
Smr2l	SMR3B
Smr3a	SMR3A
Sms	SMS
Sms-ps	SMS
Smtn	SMTN
Smtnl1	SMTNL1
Smtnl2	SMTNL2
Smu1	SMU1
Smug1	SMUG1
Smurf1	SMURF1
Smurf2	SMURF2
Smyd1	SMYD1
Smyd2	SMYD2
Smyd3	SMYD3
Smyd4	SMYD4
Smyd5	SMYD5
Snai1	SNAI1
Snai2	SNAI2
Snai3	SNAI3
Snap23	SNAP23
Snap25	SNAP25
Snap29	SNAP29
Snap47	SNAP47
Snap91	SNAP91
Snapc1	SNAPC1
Snapc1l	SNAPC1
Snapc2	SNAPC2
Snapc3	SNAPC3
Snapc4	SNAPC4
Snapc5	SNAPC5
Snapin	SNAPIN
Snca	SNCA
Sncaip	SNCAIP
Sncb	SNCB
Sncg	SNCG
Snd1	SND1
Sned1	SNED1
Snf8	SNF8
Snhg10	SNHG10
Snhg11	SNHG11
Snhg15	SNHG15
Snhg16	SNHG16
Snhg18	SNHG18
Snhg20	SNHG20
Snhg3	SNHG3
Snhg4	MATR3
Snhg5	SNHG5
Snhg6	SNHG6
Snhg7	SNHG7
Snhg8	SNHG8
Snhg9	SNHG9
Snip1	SNIP1
Snn	SNN
Snora15	SNORA15
Snora15	SNORA15B-1
Snora15	SNORA15B-2
Snora16a	SNORA16A
Snora19	SNORA19
Snora20	SNORA20
Snora21	SNORA21
Snora23	SNORA23
Snora24	SNORA24
Snora28	SNORA28
Snora3	AP001619.3
Snora3	SNORA3A
Snora30	AC061992.1
Snora33	SNORA33
Snora34	SNORA2C
Snora35	SNORA35
Snora36b	SNORA36B
Snora41	SNORA41
Snora44	SNORA44
Snora47	SNORA47
Snora52	SNORA52
Snora5c	SNORA5C
Snora62	SNORA62
Snora64	SNORA64
Snora65	SNORA65
Snora68	SNORA68
Snora74a	SNORA74A
Snora75	SNORA75B
Snora75	SNORA75
Snora78	SNORA78
Snora78	AC092365.1
Snora78	AL590031.1
Snora78	AL024493.1
Snora78	AC097376.1
Snora78	AP002956.1
Snora78	AL591806.1
Snora7a	SNORA7A
Snora7a	SNORA7B
Snora81	SNORA81
Snora9	SNORA9B
Snorc	SNORC
Snord100	SNORD100
Snord104	SNORD104
Snord107	SNORD107
Snord11	SNORD11
Snord110	SNORD110
Snord111	SNORD111
Snord116l1	SNORD116-1
Snord116l1	SNORD116-2
Snord116l1	SNORD116-3
Snord116l1	SNORD116-4
Snord116l1	SNORD116-5
Snord116l1	SNORD116-6
Snord116l1	SNORD116-7
Snord116l1	SNORD116-9
Snord116l10	SNORD116-1
Snord116l10	SNORD116-2
Snord116l10	SNORD116-3
Snord116l10	SNORD116-4
Snord116l10	SNORD116-5
Snord116l10	SNORD116-6
Snord116l10	SNORD116-7
Snord116l10	SNORD116-9
Snord116l11	SNORD116-1
Snord116l11	SNORD116-2
Snord116l11	SNORD116-3
Snord116l11	SNORD116-4
Snord116l11	SNORD116-5
Snord116l11	SNORD116-6
Snord116l11	SNORD116-7
Snord116l11	SNORD116-9
Snord116l12	SNORD116-1
Snord116l12	SNORD116-2
Snord116l12	SNORD116-3
Snord116l12	SNORD116-4
Snord116l12	SNORD116-5
Snord116l12	SNORD116-6
Snord116l12	SNORD116-7
Snord116l12	SNORD116-9
Snord116l13	SNORD116-1
Snord116l13	SNORD116-2
Snord116l13	SNORD116-3
Snord116l13	SNORD116-4
Snord116l13	SNORD116-5
Snord116l13	SNORD116-6
Snord116l13	SNORD116-7
Snord116l13	SNORD116-9
Snord116l14	SNORD116-1
Snord116l14	SNORD116-2
Snord116l14	SNORD116-3
Snord116l14	SNORD116-4
Snord116l14	SNORD116-5
Snord116l14	SNORD116-6
Snord116l14	SNORD116-7
Snord116l14	SNORD116-9
Snord116l15	SNORD116-1
Snord116l15	SNORD116-2
Snord116l15	SNORD116-3
Snord116l15	SNORD116-4
Snord116l15	SNORD116-5
Snord116l15	SNORD116-6
Snord116l15	SNORD116-7
Snord116l15	SNORD116-9
Snord116l16	SNORD116-1
Snord116l16	SNORD116-2
Snord116l16	SNORD116-3
Snord116l16	SNORD116-4
Snord116l16	SNORD116-5
Snord116l16	SNORD116-6
Snord116l16	SNORD116-7
Snord116l16	SNORD116-9
Snord116l17	SNORD116-1
Snord116l17	SNORD116-2
Snord116l17	SNORD116-3
Snord116l17	SNORD116-4
Snord116l17	SNORD116-5
Snord116l17	SNORD116-6
Snord116l17	SNORD116-7
Snord116l17	SNORD116-9
Snord116l2	SNORD116-1
Snord116l2	SNORD116-2
Snord116l2	SNORD116-3
Snord116l2	SNORD116-4
Snord116l2	SNORD116-5
Snord116l2	SNORD116-6
Snord116l2	SNORD116-7
Snord116l2	SNORD116-9
Snord116l3	SNORD116-1
Snord116l3	SNORD116-2
Snord116l3	SNORD116-3
Snord116l3	SNORD116-4
Snord116l3	SNORD116-5
Snord116l3	SNORD116-6
Snord116l3	SNORD116-7
Snord116l3	SNORD116-9
Snord116l4	SNORD116-1
Snord116l4	SNORD116-2
Snord116l4	SNORD116-3
Snord116l4	SNORD116-4
Snord116l4	SNORD116-5
Snord116l4	SNORD116-6
Snord116l4	SNORD116-7
Snord116l4	SNORD116-9
Snord116l5	SNORD116-1
Snord116l5	SNORD116-2
Snord116l5	SNORD116-3
Snord116l5	SNORD116-4
Snord116l5	SNORD116-5
Snord116l5	SNORD116-6
Snord116l5	SNORD116-7
Snord116l5	SNORD116-9
Snord116l6	SNORD116-1
Snord116l6	SNORD116-2
Snord116l6	SNORD116-3
Snord116l6	SNORD116-4
Snord116l6	SNORD116-5
Snord116l6	SNORD116-6
Snord116l6	SNORD116-7
Snord116l6	SNORD116-9
Snord116l7	SNORD116-1
Snord116l7	SNORD116-2
Snord116l7	SNORD116-3
Snord116l7	SNORD116-4
Snord116l7	SNORD116-5
Snord116l7	SNORD116-6
Snord116l7	SNORD116-7
Snord116l7	SNORD116-9
Snord116l8	SNORD116-1
Snord116l8	SNORD116-2
Snord116l8	SNORD116-3
Snord116l8	SNORD116-4
Snord116l8	SNORD116-5
Snord116l8	SNORD116-6
Snord116l8	SNORD116-7
Snord116l8	SNORD116-9
Snord116l9	SNORD116-1
Snord116l9	SNORD116-2
Snord116l9	SNORD116-3
Snord116l9	SNORD116-4
Snord116l9	SNORD116-5
Snord116l9	SNORD116-6
Snord116l9	SNORD116-7
Snord116l9	SNORD116-9
Snord118	U8
Snord12	SNORD12
Snord123	SNORD123
Snord14a	SNORD14
Snord14a	SNORD14B
Snord14d	SNORD14D
Snord14e	SNORD14E
Snord15a	SNORD15A
Snord15b	SNORD15B
Snord16a	SNORD16
Snord17	SNORD17
Snord19	SNORD19
Snord1a	SNORD1A
Snord1b	SNORD1C
Snord1c	SNORD1C
Snord2	SNORD2
Snord21	SNORD21
Snord22	SNORD22
Snord23	SNORD23
Snord32a	SNORD32B
Snord32a	SNORD32A
Snord33	SNORD33
Snord34	SNORD34
Snord35a	SNORD35A
Snord35b	SNORD35B
Snord37	SNORD37
Snord38a	SNORD38A
Snord42a	SNORD42A
Snord42b	SNORD42
Snord42b	SNORD42B
Snord45b	SNORD45B
Snord45c	AC011399.1
Snord49a	SNORD49A
Snord49b	SNORD49B
Snord4a	SNORD4A
Snord52	SNORD52
Snord53	SNORD53
Snord55	SNORD55
Snord57	SNORD57
Snord58b	SNORD58B
Snord59a	SNORD59A
Snord60	SNORD60
Snord61	SNORD61
Snord64	SNORD64
Snord64	AL590560.1
Snord65	SNORD65
Snord66	SNORD66
Snord67	SNORD67
Snord68	SNORD68
Snord69	SNORD69
Snord7	SNORD7
Snord70	SNORD70
Snord71	SNORD71
Snord72	SNORD72
Snord73a	SNORD73A
Snord78	AC073875.1
Snord78	AC092630.1
Snord8	SNORD8
Snord80	AC018515.1
Snord80	AL031584.1
Snord80	SNORD77B
Snord80	AC012435.1
Snord80	AC104304.1
Snord82	SNORD82
Snord83b	SNORD83B
Snord87	SNORD87
Snord88a	SNORD88A
Snord88c	SNORD88A
Snord89	SNORD89
Snord90	SNORD90
Snord92	SNORD92
Snord93	SNORD93
Snord95	SNORD95
Snord96a	SNORD96A
Snord98	SNORD98
Snord99	SNORD99
Snph	SNPH
Snrk	SNRK
Snrnp200	SNRNP200
Snrnp25	SNRNP25
Snrnp27	SNRNP27
Snrnp35	SNRNP35
Snrnp40	SNRNP40
Snrnp48	SNRNP48
Snrnp70	SNRNP70
Snrpa	SNRPA
Snrpa1	SNRPA1
Snrpb	SNRPB
Snrpb2	SNRPB2
Snrpc	SNRPC
Snrpd1	SNRPD1
Snrpd2	SNRPD2
Snrpd3	SNRPD3
Snrpd3	AP000356.5
Snrpe	SNRPE
Snrpert	SNRPE
Snrpf	SNRPF
Snrpg	SNRPG
Snrpn	SNRPN
Snta1	SNTA1
Sntb1	SNTB1
Sntb2	SNTB2
Sntg1	SNTG1
Sntg2	SNTG2
Sntn	SNTN
Snu13	SNU13
Snupn	SNUPN
Snurf	SNURF
Snurf	AC124312.1
Snw1	SNW1
Snx1	SNX1
Snx10	SNX10
Snx11	SNX11
Snx12	SNX12
Snx13	SNX13
Snx14	SNX14
Snx15	SNX15
Snx16	SNX16
Snx17	SNX17
Snx18	SNX18
Snx19	SNX19
Snx2	SNX2
Snx20	SNX20
Snx21	SNX21
Snx22	SNX22
Snx24	SNX24
Snx25	SNX25
Snx27	SNX27
Snx29	SNX29
Snx29	SNX29P1
Snx29	SNX29P2
Snx3	SNX3
Snx30	SNX30
Snx31	SNX31
Snx32	SNX32
Snx33	SNX33
Snx4	SNX4
Snx5	SNX5
Snx6	SNX6
Snx7	SNX7
Snx8	SNX8
Snx9	SNX9
Soat1	SOAT1
Soat2	SOAT2
Sobp	SOBP
Socs1	SOCS1
Socs2	SOCS2
Socs3	SOCS3
Socs4	SOCS4
Socs5	SOCS5
Socs6	SOCS6
Socs7	SOCS7
Sod1	SOD1
Sod2	SOD2
Sod3	SOD3
Soga1	SOGA1
Soga3	AL096711.2
Soga3	SOGA3
Sohlh1	SOHLH1
Sohlh2	SOHLH2
Sohlh2	CCDC169-SOHLH2
Son	SON
Sorbs1	SORBS1
Sorbs2	SORBS2
Sorbs3	SORBS3
Sorcs1	SORCS1
Sorcs2	SORCS2
Sorcs3	SORCS3
Sord	SORD
Sorl1	SORL1
Sort1	SORT1
Sos1	SOS1
Sos2	SOS2
Sost	SOST
Sostdc1	SOSTDC1
Sowaha	SOWAHA
Sowahb	SOWAHB
Sowahc	SOWAHC
Sowahd	SOWAHD
Sox1	SOX1
Sox10	SOX10
Sox11	SOX11
Sox12	SOX12
Sox13	SOX13
Sox14	SOX14
Sox15	SOX15
Sox17	SOX17
Sox18	SOX18
Sox1ot	SOX1-OT
Sox2	SOX2
Sox21	SOX21
Sox21os1	SOX21-AS1
Sox2ot	SOX2-OT
Sox3	SOX3
Sox30	SOX30
Sox4	SOX4
Sox5	SOX5
Sox6	SOX6
Sox7	SOX7
Sox8	SOX8
Sox9	SOX9
Sp1	SP1
Sp100	SP140
Sp100	SP100
Sp110	SP110
Sp110-ps1	SP110
Sp110-ps2	SP110
Sp140	SP140
Sp140	SP140L
Sp140l1	SP140
Sp140l2	SP140
Sp2	SP2
Sp3	SP3
Sp4	SP4
Sp5	SP5
Sp6	SP6
Sp7	SP7
Sp8	SP8
Sp9	SP9
Spa17	SPA17
Spaar	SPAAR
Spaca1	SPACA1
Spaca3	SPACA3
Spaca4	SPACA4
Spaca5	SPACA5
Spaca5	SPACA5B
Spaca6	SPACA6
Spaca7	SPACA7
Spaca9	SPACA9
Spag1	SPAG1
Spag11b	SPAG11B
Spag11b	SPAG11A
Spag16	SPAG16
Spag17	SPAG17
Spag4	SPAG4
Spag5	SPAG5
Spag6	SPAG6
Spag6l	SPAG6
Spag7	SPAG7
Spag8	SPAG8
Spag9	SPAG9
Spam1	SPAM1
Sparc	SPARC
Sparcl1	SPARCL1
Spart	SPART
Spast	SPAST
Spata1	SPATA1
Spata13	AL359736.1
Spata13	SPATA13
Spata16	SPATA16
Spata17	SPATA17
Spata18	SPATA18
Spata19	SPATA19
Spata2	SPATA2
Spata20	SPATA20
Spata21	SPATA21
Spata22	SPATA22
Spata24	SPATA24
Spata25	SPATA25
Spata2l	SPATA2L
Spata3	SPATA3
Spata31	SPATA31A1
Spata31	SPATA31A6
Spata31	SPATA31A5
Spata31	SPATA31A7
Spata31	SPATA31A3
Spata31	SPATA31C1
Spata31	SPATA31C2
Spata31d1a	SPATA31D4
Spata31d1a	SPATA31D3
Spata31d1a	SPATA31D1
Spata31d1b	SPATA31D4
Spata31d1b	SPATA31D3
Spata31d1b	SPATA31D1
Spata31d1c	SPATA31D4
Spata31d1c	SPATA31D3
Spata31d1c	SPATA31D1
Spata31d1d	SPATA31D4
Spata31d1d	SPATA31D3
Spata31d1d	SPATA31D1
Spata31d1e	SPATA31D1
Spata31e1	SPATA31E1
Spata31f1a	SPATA31F1
Spata31f1a	SPATA31F2P
Spata31f1b	SPATA31F1
Spata31f1b	SPATA31F2P
Spata31f1c	SPATA31F1
Spata31f1c	SPATA31F2P
Spata31f1d	SPATA31F1
Spata31f1d	SPATA31F2P
Spata31f3	SPATA31F3
Spata31g1	SPATA31G1
Spata31h-ps1	SPATA31H1
Spata31h2	SPATA31H1
Spata32	SPATA32
Spata33	SPATA33
Spata4	SPATA4
Spata45	SPATA45
Spata46	SPATA46
Spata5	SPATA5
Spata6	SPATA6
Spata6l	SPATA6L
Spata7	SPATA7
Spata9	SPATA9
Spatc1	SPATC1
Spatc1l	SPATC1L
Spats1	SPATS1
Spats2	SPATS2
Spats2l	SPATS2L
Spc24	SPC24
Spc25	SPC25
Spcs1	SPCS1
Spcs2	SPCS2
Spcs3	SPCS3
Spdef	SPDEF
Spdl1	SPDL1
Spdya	SPDYA
Spdye4a	SPDYE1
Spdye4a	SPDYE21
Spdye4a	SPDYE8
Spdye4a	SPDYE11
Spdye4a	SPDYE9
Spdye4a	SPDYE13
Spdye4a	SPDYE14
Spdye4a	SPDYE15
Spdye4a	SPDYE5
Spdye4a	SPDYE16
Spdye4a	SPDYE17
Spdye4a	SPDYE3
Spdye4a	SPDYE6
Spdye4a	SPDYE2
Spdye4a	SPDYE2B
Spdye4a	SPDYE4
Spdye4a	SPDYE7P
Spdye4b	SPDYE1
Spdye4b	SPDYE21
Spdye4b	SPDYE8
Spdye4b	SPDYE11
Spdye4b	SPDYE9
Spdye4b	SPDYE13
Spdye4b	SPDYE14
Spdye4b	SPDYE15
Spdye4b	SPDYE5
Spdye4b	SPDYE16
Spdye4b	SPDYE17
Spdye4b	SPDYE3
Spdye4b	SPDYE6
Spdye4b	SPDYE2
Spdye4b	SPDYE2B
Spdye4b	SPDYE4
Spdye4b	SPDYE18
Spdye4b	SPDYE7P
Specc1	SPECC1
Specc1l	SPECC1L
Specc1l	SPECC1L-ADORA2A
Spef1	SPEF1
Spef2	SPEF2
Speg	SPEG
Spem1	SPEM1
Spem2	SPEM2
Spem3	SPEM3
Spen	SPEN
Spesp1	SPESP1
Spg11	SPG11
Spg20	SPART
Spg21	SPG21
Spg7	SPG7
Sphk1	SPHK1
Sphk2	SPHK2
Sphkap	SPHKAP
Spi1	SPI1
Spib	AC020909.1
Spib	SPIB
Spic	SPIC
Spice1	AC112128.1
Spice1	SPICE1
Spidr	SPIDR
Spin1	SPIN1
Spin2-ps1	SPIN2A
Spin2-ps1	SPIN2B
Spin2-ps10	SPIN2A
Spin2-ps10	SPIN2B
Spin2-ps2	SPIN2A
Spin2-ps2	SPIN2B
Spin2-ps3	SPIN2A
Spin2-ps3	SPIN2B
Spin2-ps4	SPIN2A
Spin2-ps4	SPIN2B
Spin2-ps7	SPIN2A
Spin2-ps7	SPIN2B
Spin2-ps8	SPIN2A
Spin2-ps8	SPIN2B
Spin2-ps9	SPIN2A
Spin2-ps9	SPIN2B
Spin2c	SPIN2A
Spin2c	SPIN2B
Spin2d	SPIN2B
Spin2d	SPIN2A
Spin2e	SPIN2B
Spin2e	SPIN2A
Spin2f	SPIN2B
Spin2f	SPIN2A
Spin2g	SPIN2B
Spin2g	SPIN2A
Spin2h	SPIN2A
Spin2h	SPIN2B
Spin2i	SPIN2A
Spin2i	SPIN2B
Spin2j	SPIN2A
Spin2j	SPIN2B
Spin4	SPIN4
Spindoc	SPINDOC
Spink1	SPINK1
Spink10	SPINK9
Spink11	SPINK9
Spink13	SPINK13
Spink14	SPINK14
Spink2	SPINK2
Spink4	SPINK4
Spink5	SPINK5
Spink6	SPINK6
Spink7	SPINK7
Spink8	SPINK8
Spinkl	SPINK9
Spint1	SPINT1
Spint2	SPINT2
Spint3	SPINT3
Spint4	SPINT4
Spint5	SPINT5P
Spire1	SPIRE1
Spire2	SPIRE2
